Gene	Gene name	Brain region	TPM	pTPM	nTPM
ENSG00000244437	IGKV3-15	pons	0.6	1.0	0.5
ENSG00000244437	IGKV3-15	spinal cord	3.3	4.9	2.7
ENSG00000244437	IGKV3-15	thalamus	0.3	0.4	0.3
ENSG00000244437	IGKV3-15	white matter	1.4	2.1	1.8
ENSG00000244462	RBM12	amygdala	34.7	48.3	53.9
ENSG00000244462	RBM12	basal ganglia	44.8	66.5	53.4
ENSG00000244462	RBM12	cerebellum	77.0	128.5	96.9
ENSG00000244462	RBM12	cerebral cortex	43.3	65.5	67.8
ENSG00000244462	RBM12	choroid plexus	37.1	48.7	65.6
ENSG00000244462	RBM12	hippocampal formation	38.5	57.1	54.7
ENSG00000244462	RBM12	hypothalamus	59.9	84.1	68.6
ENSG00000244462	RBM12	medulla oblongata	42.4	61.9	57.8
ENSG00000244462	RBM12	midbrain	50.1	72.5	58.8
ENSG00000244462	RBM12	pons	44.8	66.7	57.9
ENSG00000244462	RBM12	spinal cord	37.6	54.6	48.4
ENSG00000244462	RBM12	thalamus	45.4	66.3	61.3
ENSG00000244462	RBM12	white matter	52.5	86.3	69.8
ENSG00000244474	UGT1A4	amygdala	0.0	0.0	0.0
ENSG00000244474	UGT1A4	basal ganglia	0.0	0.0	0.0
ENSG00000244474	UGT1A4	cerebellum	0.0	0.0	0.0
ENSG00000244474	UGT1A4	cerebral cortex	0.0	0.0	0.0
ENSG00000244474	UGT1A4	choroid plexus	0.0	0.1	0.1
ENSG00000244474	UGT1A4	hippocampal formation	0.0	0.0	0.0
ENSG00000244474	UGT1A4	hypothalamus	0.0	0.0	0.0
ENSG00000244474	UGT1A4	medulla oblongata	0.0	0.0	0.0
ENSG00000244474	UGT1A4	midbrain	0.0	0.0	0.0
ENSG00000244474	UGT1A4	pons	0.0	0.0	0.0
ENSG00000244474	UGT1A4	spinal cord	0.0	0.0	0.0
ENSG00000244474	UGT1A4	thalamus	0.0	0.0	0.0
ENSG00000244474	UGT1A4	white matter	0.0	0.0	0.0
ENSG00000244476	ERVFRD-1	amygdala	3.7	5.2	5.6
ENSG00000244476	ERVFRD-1	basal ganglia	5.0	7.4	5.5
ENSG00000244476	ERVFRD-1	cerebellum	6.9	11.4	8.1
ENSG00000244476	ERVFRD-1	cerebral cortex	4.5	6.9	5.5
ENSG00000244476	ERVFRD-1	choroid plexus	1.7	2.3	3.2
ENSG00000244476	ERVFRD-1	hippocampal formation	4.5	6.6	5.5
ENSG00000244476	ERVFRD-1	hypothalamus	4.9	7.2	5.8
ENSG00000244476	ERVFRD-1	medulla oblongata	4.1	6.2	5.5
ENSG00000244476	ERVFRD-1	midbrain	4.3	6.1	5.3
ENSG00000244476	ERVFRD-1	pons	4.2	6.1	5.5
ENSG00000244476	ERVFRD-1	spinal cord	4.0	5.9	4.5
ENSG00000244476	ERVFRD-1	thalamus	4.0	5.7	5.8
ENSG00000244476	ERVFRD-1	white matter	5.4	8.5	5.5
ENSG00000244482	LILRA6	amygdala	0.0	0.0	0.0
ENSG00000244482	LILRA6	basal ganglia	0.0	0.1	0.0
ENSG00000244482	LILRA6	cerebellum	0.0	0.0	0.0
ENSG00000244482	LILRA6	cerebral cortex	0.1	0.2	0.2
ENSG00000244482	LILRA6	choroid plexus	0.1	0.1	0.1
ENSG00000244482	LILRA6	hippocampal formation	0.0	0.0	0.0
ENSG00000244482	LILRA6	hypothalamus	0.0	0.1	0.0
ENSG00000244482	LILRA6	medulla oblongata	0.0	0.1	0.0
ENSG00000244482	LILRA6	midbrain	0.0	0.0	0.0
ENSG00000244482	LILRA6	pons	0.1	0.1	0.1
ENSG00000244482	LILRA6	spinal cord	0.0	0.0	0.0
ENSG00000244482	LILRA6	thalamus	0.3	0.4	0.4
ENSG00000244482	LILRA6	white matter	0.1	0.2	0.2
ENSG00000244486	SCARF2	amygdala	3.8	5.1	6.9
ENSG00000244486	SCARF2	basal ganglia	5.4	8.1	6.6
ENSG00000244486	SCARF2	cerebellum	2.5	3.6	3.0
ENSG00000244486	SCARF2	cerebral cortex	5.7	8.7	7.4
ENSG00000244486	SCARF2	choroid plexus	5.6	7.4	10.8
ENSG00000244486	SCARF2	hippocampal formation	4.4	6.3	6.4
ENSG00000244486	SCARF2	hypothalamus	11.4	16.9	11.8
ENSG00000244486	SCARF2	medulla oblongata	12.6	19.5	12.6
ENSG00000244486	SCARF2	midbrain	7.3	10.2	8.7
ENSG00000244486	SCARF2	pons	5.3	7.8	6.6
ENSG00000244486	SCARF2	spinal cord	4.0	5.8	6.3
ENSG00000244486	SCARF2	thalamus	4.6	6.6	6.3
ENSG00000244486	SCARF2	white matter	3.6	6.0	4.7
ENSG00000244509	APOBEC3C	amygdala	3.0	4.0	3.6
ENSG00000244509	APOBEC3C	basal ganglia	3.8	5.4	3.7
ENSG00000244509	APOBEC3C	cerebellum	3.6	5.1	3.7
ENSG00000244509	APOBEC3C	cerebral cortex	4.4	6.5	4.0
ENSG00000244509	APOBEC3C	choroid plexus	3.2	4.2	4.3
ENSG00000244509	APOBEC3C	hippocampal formation	3.5	5.1	3.2
ENSG00000244509	APOBEC3C	hypothalamus	4.0	5.8	4.6
ENSG00000244509	APOBEC3C	medulla oblongata	7.3	11.0	7.9
ENSG00000244509	APOBEC3C	midbrain	4.0	5.9	4.6
ENSG00000244509	APOBEC3C	pons	5.5	8.3	5.3
ENSG00000244509	APOBEC3C	spinal cord	4.5	6.5	6.5
ENSG00000244509	APOBEC3C	thalamus	4.8	6.7	5.7
ENSG00000244509	APOBEC3C	white matter	8.1	12.0	10.7
ENSG00000244537	KRTAP4-2	amygdala	0.0	0.0	0.0
ENSG00000244537	KRTAP4-2	basal ganglia	0.0	0.0	0.0
ENSG00000244537	KRTAP4-2	cerebellum	0.0	0.0	0.0
ENSG00000244537	KRTAP4-2	cerebral cortex	0.0	0.0	0.0
ENSG00000244537	KRTAP4-2	choroid plexus	0.0	0.0	0.0
ENSG00000244537	KRTAP4-2	hippocampal formation	0.0	0.0	0.0
ENSG00000244537	KRTAP4-2	hypothalamus	0.0	0.0	0.0
ENSG00000244537	KRTAP4-2	medulla oblongata	0.0	0.0	0.0
ENSG00000244537	KRTAP4-2	midbrain	0.0	0.0	0.0
ENSG00000244537	KRTAP4-2	pons	0.0	0.0	0.0
ENSG00000244537	KRTAP4-2	spinal cord	0.0	0.0	0.0
ENSG00000244537	KRTAP4-2	thalamus	0.0	0.0	0.0
ENSG00000244537	KRTAP4-2	white matter	0.0	0.0	0.0
ENSG00000244575	IGKV1-27	amygdala	0.1	0.1	0.1
ENSG00000244575	IGKV1-27	basal ganglia	0.0	0.0	0.0
ENSG00000244575	IGKV1-27	cerebellum	0.0	0.0	0.0
ENSG00000244575	IGKV1-27	cerebral cortex	0.7	1.1	0.8
ENSG00000244575	IGKV1-27	choroid plexus	0.1	0.2	0.2
ENSG00000244575	IGKV1-27	hippocampal formation	0.2	0.3	0.1
ENSG00000244575	IGKV1-27	hypothalamus	0.4	0.5	0.3
ENSG00000244575	IGKV1-27	medulla oblongata	0.7	0.9	1.5
ENSG00000244575	IGKV1-27	midbrain	0.8	1.1	0.7
ENSG00000244575	IGKV1-27	pons	0.1	0.2	0.2
ENSG00000244575	IGKV1-27	spinal cord	0.4	0.7	0.5
ENSG00000244575	IGKV1-27	thalamus	0.0	0.0	0.0
ENSG00000244575	IGKV1-27	white matter	0.2	0.4	0.4
ENSG00000244588	RAD21L1	amygdala	0.6	0.9	1.0
ENSG00000244588	RAD21L1	basal ganglia	0.7	1.0	0.8
ENSG00000244588	RAD21L1	cerebellum	0.7	1.2	0.9
ENSG00000244588	RAD21L1	cerebral cortex	0.9	1.4	1.1
ENSG00000244588	RAD21L1	choroid plexus	0.1	0.1	0.1
ENSG00000244588	RAD21L1	hippocampal formation	0.6	0.9	0.7
ENSG00000244588	RAD21L1	hypothalamus	0.8	1.1	1.1
ENSG00000244588	RAD21L1	medulla oblongata	0.6	0.9	0.6
ENSG00000244588	RAD21L1	midbrain	1.0	1.4	1.0
ENSG00000244588	RAD21L1	pons	0.6	0.9	0.9
ENSG00000244588	RAD21L1	spinal cord	0.4	0.7	0.5
ENSG00000244588	RAD21L1	thalamus	0.6	0.9	0.8
ENSG00000244588	RAD21L1	white matter	0.8	1.3	0.9
ENSG00000244607	CCDC13	amygdala	1.3	1.7	1.6
ENSG00000244607	CCDC13	basal ganglia	3.5	4.9	3.3
ENSG00000244607	CCDC13	cerebellum	1.8	2.6	1.9
ENSG00000244607	CCDC13	cerebral cortex	2.9	4.3	3.1
ENSG00000244607	CCDC13	choroid plexus	3.3	4.3	5.0
ENSG00000244607	CCDC13	hippocampal formation	1.7	2.5	2.0
ENSG00000244607	CCDC13	hypothalamus	1.9	2.7	1.6
ENSG00000244607	CCDC13	medulla oblongata	2.8	4.1	3.8
ENSG00000244607	CCDC13	midbrain	2.8	4.1	3.9
ENSG00000244607	CCDC13	pons	2.2	3.2	2.4
ENSG00000244607	CCDC13	spinal cord	2.4	3.6	2.7
ENSG00000244607	CCDC13	thalamus	2.2	3.1	2.5
ENSG00000244607	CCDC13	white matter	5.0	8.3	4.2
ENSG00000244617	ASPRV1	amygdala	4.8	6.5	7.9
ENSG00000244617	ASPRV1	basal ganglia	9.0	12.7	11.7
ENSG00000244617	ASPRV1	cerebellum	7.9	11.1	9.5
ENSG00000244617	ASPRV1	cerebral cortex	8.2	12.4	10.0
ENSG00000244617	ASPRV1	choroid plexus	1.2	1.6	2.1
ENSG00000244617	ASPRV1	hippocampal formation	4.7	7.0	6.2
ENSG00000244617	ASPRV1	hypothalamus	7.0	10.2	8.3
ENSG00000244617	ASPRV1	medulla oblongata	9.1	14.1	12.1
ENSG00000244617	ASPRV1	midbrain	6.4	8.8	10.5
ENSG00000244617	ASPRV1	pons	7.8	11.6	9.8
ENSG00000244617	ASPRV1	spinal cord	7.7	11.2	9.0
ENSG00000244617	ASPRV1	thalamus	7.3	10.3	9.9
ENSG00000244617	ASPRV1	white matter	14.7	24.6	16.9
ENSG00000244623	OR2AE1	amygdala	0.4	0.6	0.5
ENSG00000244623	OR2AE1	basal ganglia	0.5	0.7	0.5
ENSG00000244623	OR2AE1	cerebellum	0.4	0.6	0.4
ENSG00000244623	OR2AE1	cerebral cortex	0.7	1.0	0.9
ENSG00000244623	OR2AE1	choroid plexus	0.3	0.4	0.5
ENSG00000244623	OR2AE1	hippocampal formation	0.6	0.8	0.6
ENSG00000244623	OR2AE1	hypothalamus	0.6	0.9	0.5
ENSG00000244623	OR2AE1	medulla oblongata	0.6	0.9	0.5
ENSG00000244623	OR2AE1	midbrain	0.3	0.5	0.3
ENSG00000244623	OR2AE1	pons	0.4	0.6	0.4
ENSG00000244623	OR2AE1	spinal cord	0.2	0.4	0.3
ENSG00000244623	OR2AE1	thalamus	0.5	0.7	0.5
ENSG00000244623	OR2AE1	white matter	0.4	0.7	0.8
ENSG00000244624	KRTAP20-1	amygdala	0.0	0.0	0.0
ENSG00000244624	KRTAP20-1	basal ganglia	0.1	0.2	0.2
ENSG00000244624	KRTAP20-1	cerebellum	0.0	0.0	0.0
ENSG00000244624	KRTAP20-1	cerebral cortex	0.2	0.3	0.3
ENSG00000244624	KRTAP20-1	choroid plexus	0.0	0.0	0.0
ENSG00000244624	KRTAP20-1	hippocampal formation	0.1	0.1	0.1
ENSG00000244624	KRTAP20-1	hypothalamus	0.1	0.1	0.1
ENSG00000244624	KRTAP20-1	medulla oblongata	0.0	0.1	0.1
ENSG00000244624	KRTAP20-1	midbrain	0.3	0.4	0.4
ENSG00000244624	KRTAP20-1	pons	0.1	0.2	0.1
ENSG00000244624	KRTAP20-1	spinal cord	0.0	0.0	0.0
ENSG00000244624	KRTAP20-1	thalamus	0.0	0.0	0.0
ENSG00000244624	KRTAP20-1	white matter	0.0	0.1	0.0
ENSG00000244682	FCGR2C	amygdala	1.3	1.6	0.9
ENSG00000244682	FCGR2C	basal ganglia	1.9	2.7	1.2
ENSG00000244682	FCGR2C	cerebellum	1.0	1.4	1.1
ENSG00000244682	FCGR2C	cerebral cortex	4.3	6.5	1.7
ENSG00000244682	FCGR2C	choroid plexus	7.7	10.4	8.1
ENSG00000244682	FCGR2C	hippocampal formation	0.3	0.5	0.5
ENSG00000244682	FCGR2C	hypothalamus	2.6	3.7	1.2
ENSG00000244682	FCGR2C	medulla oblongata	4.6	6.6	4.5
ENSG00000244682	FCGR2C	midbrain	1.3	1.8	1.4
ENSG00000244682	FCGR2C	pons	2.0	2.9	2.4
ENSG00000244682	FCGR2C	spinal cord	3.7	5.3	3.7
ENSG00000244682	FCGR2C	thalamus	3.1	4.3	3.8
ENSG00000244682	FCGR2C	white matter	8.1	12.2	5.4
ENSG00000244687	UBE2V1	amygdala	51.5	73.1	84.1
ENSG00000244687	UBE2V1	basal ganglia	86.6	128.1	94.5
ENSG00000244687	UBE2V1	cerebellum	58.5	97.7	70.5
ENSG00000244687	UBE2V1	cerebral cortex	81.1	120.6	126.9
ENSG00000244687	UBE2V1	choroid plexus	34.1	44.8	73.2
ENSG00000244687	UBE2V1	hippocampal formation	69.4	102.5	88.1
ENSG00000244687	UBE2V1	hypothalamus	89.7	132.5	81.7
ENSG00000244687	UBE2V1	medulla oblongata	60.1	83.6	76.4
ENSG00000244687	UBE2V1	midbrain	75.8	109.6	75.1
ENSG00000244687	UBE2V1	pons	68.0	98.7	80.5
ENSG00000244687	UBE2V1	spinal cord	46.8	68.5	62.7
ENSG00000244687	UBE2V1	thalamus	63.2	92.0	83.9
ENSG00000244687	UBE2V1	white matter	48.2	79.2	82.6
ENSG00000244694	PTCHD4	amygdala	2.5	3.6	4.0
ENSG00000244694	PTCHD4	basal ganglia	5.3	8.0	6.0
ENSG00000244694	PTCHD4	cerebellum	3.9	5.9	4.4
ENSG00000244694	PTCHD4	cerebral cortex	6.0	9.0	8.2
ENSG00000244694	PTCHD4	choroid plexus	2.4	3.1	4.8
ENSG00000244694	PTCHD4	hippocampal formation	2.8	4.3	4.3
ENSG00000244694	PTCHD4	hypothalamus	5.3	7.8	5.7
ENSG00000244694	PTCHD4	medulla oblongata	4.8	6.6	5.1
ENSG00000244694	PTCHD4	midbrain	6.7	9.4	6.6
ENSG00000244694	PTCHD4	pons	4.4	6.4	4.4
ENSG00000244694	PTCHD4	spinal cord	3.1	4.5	5.6
ENSG00000244694	PTCHD4	thalamus	4.4	6.4	4.5
ENSG00000244694	PTCHD4	white matter	4.0	6.6	5.9
ENSG00000244731	C4A	amygdala	0.0	0.1	1.1
ENSG00000244731	C4A	basal ganglia	5.2	7.8	3.9
ENSG00000244731	C4A	cerebellum	1.7	3.2	1.2
ENSG00000244731	C4A	cerebral cortex	4.9	7.4	3.0
ENSG00000244731	C4A	choroid plexus	0.0	0.0	1.1
ENSG00000244731	C4A	hippocampal formation	0.5	0.7	1.8
ENSG00000244731	C4A	hypothalamus	6.5	10.0	2.8
ENSG00000244731	C4A	medulla oblongata	22.6	30.8	9.2
ENSG00000244731	C4A	midbrain	28.7	40.2	3.5
ENSG00000244731	C4A	pons	7.2	10.4	3.5
ENSG00000244731	C4A	spinal cord	2.6	3.4	1.7
ENSG00000244731	C4A	thalamus	7.0	9.8	4.1
ENSG00000244731	C4A	white matter	7.8	12.8	2.8
ENSG00000244734	HBB	amygdala	141.1	202.2	223.6
ENSG00000244734	HBB	basal ganglia	194.0	293.1	366.6
ENSG00000244734	HBB	cerebellum	360.8	508.7	414.6
ENSG00000244734	HBB	cerebral cortex	1376.5	1932.7	860.7
ENSG00000244734	HBB	choroid plexus	271.4	343.5	720.1
ENSG00000244734	HBB	hippocampal formation	267.2	384.6	121.7
ENSG00000244734	HBB	hypothalamus	333.4	478.2	220.3
ENSG00000244734	HBB	medulla oblongata	1289.2	1761.7	337.9
ENSG00000244734	HBB	midbrain	353.5	496.3	410.0
ENSG00000244734	HBB	pons	773.9	1095.6	546.5
ENSG00000244734	HBB	spinal cord	526.7	734.5	575.7
ENSG00000244734	HBB	thalamus	311.7	442.2	260.8
ENSG00000244734	HBB	white matter	599.9	885.5	266.1
ENSG00000244752	CRYBB2	amygdala	1.0	1.4	1.6
ENSG00000244752	CRYBB2	basal ganglia	1.8	2.7	1.9
ENSG00000244752	CRYBB2	cerebellum	0.4	0.5	0.4
ENSG00000244752	CRYBB2	cerebral cortex	1.7	2.5	2.6
ENSG00000244752	CRYBB2	choroid plexus	0.2	0.3	0.4
ENSG00000244752	CRYBB2	hippocampal formation	1.4	2.0	1.9
ENSG00000244752	CRYBB2	hypothalamus	2.8	4.1	2.3
ENSG00000244752	CRYBB2	medulla oblongata	0.5	0.8	0.7
ENSG00000244752	CRYBB2	midbrain	0.8	1.1	1.0
ENSG00000244752	CRYBB2	pons	1.3	1.8	1.7
ENSG00000244752	CRYBB2	spinal cord	0.5	0.7	0.5
ENSG00000244752	CRYBB2	thalamus	1.2	1.6	1.8
ENSG00000244752	CRYBB2	white matter	1.0	1.4	1.5
ENSG00000244754	N4BP2L2	amygdala	36.1	48.2	54.6
ENSG00000244754	N4BP2L2	basal ganglia	44.1	64.1	60.0
ENSG00000244754	N4BP2L2	cerebellum	62.0	100.8	73.8
ENSG00000244754	N4BP2L2	cerebral cortex	45.4	68.5	56.5
ENSG00000244754	N4BP2L2	choroid plexus	27.0	35.3	46.5
ENSG00000244754	N4BP2L2	hippocampal formation	35.0	50.9	47.7
ENSG00000244754	N4BP2L2	hypothalamus	45.7	67.5	53.3
ENSG00000244754	N4BP2L2	medulla oblongata	43.3	65.7	52.8
ENSG00000244754	N4BP2L2	midbrain	44.5	64.3	51.6
ENSG00000244754	N4BP2L2	pons	44.5	65.1	53.1
ENSG00000244754	N4BP2L2	spinal cord	38.3	55.7	55.1
ENSG00000244754	N4BP2L2	thalamus	42.6	62.2	50.6
ENSG00000244754	N4BP2L2	white matter	66.5	109.3	67.5
ENSG00000245680	ZNF585B	amygdala	8.6	12.0	14.2
ENSG00000245680	ZNF585B	basal ganglia	12.8	19.0	14.5
ENSG00000245680	ZNF585B	cerebellum	12.5	20.4	15.5
ENSG00000245680	ZNF585B	cerebral cortex	11.4	17.6	15.2
ENSG00000245680	ZNF585B	choroid plexus	7.3	9.6	14.3
ENSG00000245680	ZNF585B	hippocampal formation	9.6	13.9	13.1
ENSG00000245680	ZNF585B	hypothalamus	14.7	21.7	16.6
ENSG00000245680	ZNF585B	medulla oblongata	10.2	15.1	13.6
ENSG00000245680	ZNF585B	midbrain	13.8	19.5	17.0
ENSG00000245680	ZNF585B	pons	12.2	17.8	15.1
ENSG00000245680	ZNF585B	spinal cord	10.1	14.8	13.0
ENSG00000245680	ZNF585B	thalamus	11.1	15.6	14.6
ENSG00000245680	ZNF585B	white matter	12.8	19.9	15.1
ENSG00000245848	CEBPA	amygdala	15.5	20.4	19.4
ENSG00000245848	CEBPA	basal ganglia	23.1	33.0	22.6
ENSG00000245848	CEBPA	cerebellum	23.2	32.8	23.9
ENSG00000245848	CEBPA	cerebral cortex	30.7	45.1	23.8
ENSG00000245848	CEBPA	choroid plexus	5.8	7.6	7.3
ENSG00000245848	CEBPA	hippocampal formation	19.4	28.1	18.3
ENSG00000245848	CEBPA	hypothalamus	18.3	26.3	25.3
ENSG00000245848	CEBPA	medulla oblongata	37.9	57.0	42.9
ENSG00000245848	CEBPA	midbrain	22.2	32.6	32.9
ENSG00000245848	CEBPA	pons	32.6	48.0	29.2
ENSG00000245848	CEBPA	spinal cord	24.1	34.1	40.1
ENSG00000245848	CEBPA	thalamus	34.3	47.5	36.9
ENSG00000245848	CEBPA	white matter	64.9	94.3	58.7
ENSG00000246705	H2AJ	amygdala	12.2	16.4	16.4
ENSG00000246705	H2AJ	basal ganglia	20.4	29.8	27.0
ENSG00000246705	H2AJ	cerebellum	21.4	30.2	27.0
ENSG00000246705	H2AJ	cerebral cortex	19.4	28.5	20.6
ENSG00000246705	H2AJ	choroid plexus	25.3	33.1	35.6
ENSG00000246705	H2AJ	hippocampal formation	11.3	17.1	13.5
ENSG00000246705	H2AJ	hypothalamus	22.0	30.9	21.9
ENSG00000246705	H2AJ	medulla oblongata	29.7	45.1	35.5
ENSG00000246705	H2AJ	midbrain	20.3	29.4	24.0
ENSG00000246705	H2AJ	pons	21.5	31.3	28.5
ENSG00000246705	H2AJ	spinal cord	19.9	28.8	26.6
ENSG00000246705	H2AJ	thalamus	18.1	25.6	27.1
ENSG00000246705	H2AJ	white matter	33.4	53.4	37.8
ENSG00000246922	UBAP1L	amygdala	10.5	14.2	16.5
ENSG00000246922	UBAP1L	basal ganglia	15.4	22.8	18.6
ENSG00000246922	UBAP1L	cerebellum	25.4	42.4	31.4
ENSG00000246922	UBAP1L	cerebral cortex	21.0	28.6	27.8
ENSG00000246922	UBAP1L	choroid plexus	6.8	9.0	10.7
ENSG00000246922	UBAP1L	hippocampal formation	11.0	16.4	14.7
ENSG00000246922	UBAP1L	hypothalamus	14.6	21.2	22.1
ENSG00000246922	UBAP1L	medulla oblongata	21.4	33.1	24.1
ENSG00000246922	UBAP1L	midbrain	14.1	19.9	17.8
ENSG00000246922	UBAP1L	pons	16.8	24.3	23.0
ENSG00000246922	UBAP1L	spinal cord	11.0	16.0	14.3
ENSG00000246922	UBAP1L	thalamus	16.5	23.4	20.9
ENSG00000246922	UBAP1L	white matter	21.4	32.4	22.7
ENSG00000247077	PGAM5	amygdala	23.1	32.2	35.6
ENSG00000247077	PGAM5	basal ganglia	40.5	60.4	41.3
ENSG00000247077	PGAM5	cerebellum	33.6	56.8	38.8
ENSG00000247077	PGAM5	cerebral cortex	49.8	73.1	50.0
ENSG00000247077	PGAM5	choroid plexus	17.4	23.0	34.9
ENSG00000247077	PGAM5	hippocampal formation	39.1	57.9	54.4
ENSG00000247077	PGAM5	hypothalamus	39.6	58.5	41.3
ENSG00000247077	PGAM5	medulla oblongata	29.6	45.6	32.6
ENSG00000247077	PGAM5	midbrain	29.2	41.2	34.7
ENSG00000247077	PGAM5	pons	29.1	41.9	35.1
ENSG00000247077	PGAM5	spinal cord	21.3	30.8	31.2
ENSG00000247077	PGAM5	thalamus	28.7	40.6	36.6
ENSG00000247077	PGAM5	white matter	28.2	43.9	37.1
ENSG00000247315	ZCCHC3	amygdala	9.1	12.2	14.9
ENSG00000247315	ZCCHC3	basal ganglia	15.6	23.0	15.8
ENSG00000247315	ZCCHC3	cerebellum	15.9	26.1	18.7
ENSG00000247315	ZCCHC3	cerebral cortex	12.9	19.5	15.9
ENSG00000247315	ZCCHC3	choroid plexus	9.9	13.1	19.2
ENSG00000247315	ZCCHC3	hippocampal formation	9.9	14.1	13.9
ENSG00000247315	ZCCHC3	hypothalamus	23.2	33.3	26.8
ENSG00000247315	ZCCHC3	medulla oblongata	13.1	19.5	17.0
ENSG00000247315	ZCCHC3	midbrain	14.5	21.0	19.1
ENSG00000247315	ZCCHC3	pons	12.9	18.7	17.6
ENSG00000247315	ZCCHC3	spinal cord	9.8	14.3	13.7
ENSG00000247315	ZCCHC3	thalamus	11.4	16.1	16.4
ENSG00000247315	ZCCHC3	white matter	12.9	20.6	15.3
ENSG00000247595	SPTY2D1OS	amygdala	5.8	8.0	9.3
ENSG00000247595	SPTY2D1OS	basal ganglia	8.6	12.9	9.3
ENSG00000247595	SPTY2D1OS	cerebellum	10.4	17.1	12.7
ENSG00000247595	SPTY2D1OS	cerebral cortex	9.8	15.0	11.2
ENSG00000247595	SPTY2D1OS	choroid plexus	8.0	10.4	14.1
ENSG00000247595	SPTY2D1OS	hippocampal formation	7.2	10.8	9.1
ENSG00000247595	SPTY2D1OS	hypothalamus	8.9	13.2	11.2
ENSG00000247595	SPTY2D1OS	medulla oblongata	9.5	13.8	11.4
ENSG00000247595	SPTY2D1OS	midbrain	7.6	11.2	10.1
ENSG00000247595	SPTY2D1OS	pons	8.5	12.8	10.3
ENSG00000247595	SPTY2D1OS	spinal cord	7.2	10.6	8.5
ENSG00000247595	SPTY2D1OS	thalamus	7.5	10.4	10.2
ENSG00000247595	SPTY2D1OS	white matter	10.0	15.3	11.5
ENSG00000247596	TWF2	amygdala	11.3	15.9	17.4
ENSG00000247596	TWF2	basal ganglia	25.9	38.5	25.0
ENSG00000247596	TWF2	cerebellum	15.9	25.1	17.6
ENSG00000247596	TWF2	cerebral cortex	25.4	37.4	25.4
ENSG00000247596	TWF2	choroid plexus	9.5	12.5	18.2
ENSG00000247596	TWF2	hippocampal formation	24.8	36.0	26.9
ENSG00000247596	TWF2	hypothalamus	21.1	31.2	23.5
ENSG00000247596	TWF2	medulla oblongata	25.8	39.8	23.3
ENSG00000247596	TWF2	midbrain	18.7	27.1	19.9
ENSG00000247596	TWF2	pons	20.6	29.8	24.6
ENSG00000247596	TWF2	spinal cord	14.5	20.9	23.6
ENSG00000247596	TWF2	thalamus	12.9	18.1	18.2
ENSG00000247596	TWF2	white matter	20.3	31.6	28.6
ENSG00000247626	MARS2	amygdala	4.5	6.3	6.6
ENSG00000247626	MARS2	basal ganglia	7.0	10.3	8.6
ENSG00000247626	MARS2	cerebellum	8.0	12.3	9.0
ENSG00000247626	MARS2	cerebral cortex	7.5	11.6	8.9
ENSG00000247626	MARS2	choroid plexus	3.1	4.1	5.7
ENSG00000247626	MARS2	hippocampal formation	6.6	9.9	7.1
ENSG00000247626	MARS2	hypothalamus	6.9	9.7	8.1
ENSG00000247626	MARS2	medulla oblongata	7.5	11.6	8.3
ENSG00000247626	MARS2	midbrain	7.2	10.1	8.4
ENSG00000247626	MARS2	pons	8.0	11.4	9.3
ENSG00000247626	MARS2	spinal cord	5.5	8.0	7.9
ENSG00000247626	MARS2	thalamus	5.9	8.4	8.5
ENSG00000247626	MARS2	white matter	9.7	15.2	10.9
ENSG00000247746	USP51	amygdala	2.7	3.6	4.3
ENSG00000247746	USP51	basal ganglia	4.9	7.4	5.5
ENSG00000247746	USP51	cerebellum	5.0	8.2	5.7
ENSG00000247746	USP51	cerebral cortex	4.0	6.3	4.6
ENSG00000247746	USP51	choroid plexus	4.3	5.7	8.7
ENSG00000247746	USP51	hippocampal formation	2.8	4.1	4.0
ENSG00000247746	USP51	hypothalamus	8.9	13.2	8.7
ENSG00000247746	USP51	medulla oblongata	3.8	5.6	4.9
ENSG00000247746	USP51	midbrain	6.4	9.3	6.2
ENSG00000247746	USP51	pons	4.2	6.1	5.0
ENSG00000247746	USP51	spinal cord	3.8	5.5	5.0
ENSG00000247746	USP51	thalamus	4.4	6.2	4.6
ENSG00000247746	USP51	white matter	4.5	7.4	5.0
ENSG00000248098	BCKDHA	amygdala	20.0	27.6	32.3
ENSG00000248098	BCKDHA	basal ganglia	28.6	42.3	38.9
ENSG00000248098	BCKDHA	cerebellum	35.4	49.7	42.4
ENSG00000248098	BCKDHA	cerebral cortex	28.9	42.9	36.5
ENSG00000248098	BCKDHA	choroid plexus	23.5	30.8	42.8
ENSG00000248098	BCKDHA	hippocampal formation	24.8	37.4	32.8
ENSG00000248098	BCKDHA	hypothalamus	33.5	49.2	38.5
ENSG00000248098	BCKDHA	medulla oblongata	34.4	52.7	38.6
ENSG00000248098	BCKDHA	midbrain	33.1	47.8	35.4
ENSG00000248098	BCKDHA	pons	32.4	46.9	40.4
ENSG00000248098	BCKDHA	spinal cord	25.9	37.5	36.3
ENSG00000248098	BCKDHA	thalamus	27.7	40.4	40.0
ENSG00000248098	BCKDHA	white matter	35.6	57.0	47.4
ENSG00000248099	INSL3	amygdala	2.1	2.9	2.7
ENSG00000248099	INSL3	basal ganglia	2.5	3.7	3.0
ENSG00000248099	INSL3	cerebellum	4.1	6.9	4.9
ENSG00000248099	INSL3	cerebral cortex	3.0	4.4	3.5
ENSG00000248099	INSL3	choroid plexus	1.9	2.5	3.1
ENSG00000248099	INSL3	hippocampal formation	2.3	3.6	3.1
