Gene	Gene name	Brain region	TPM	pTPM	nTPM
ENSG00000003096	KLHL13	midbrain	28.3	37.8	22.0
ENSG00000003096	KLHL13	pons	14.0	20.2	13.6
ENSG00000003096	KLHL13	spinal cord	7.1	10.4	9.1
ENSG00000003096	KLHL13	thalamus	11.8	16.2	12.9
ENSG00000003096	KLHL13	white matter	4.3	6.9	8.6
ENSG00000003137	CYP26B1	amygdala	17.0	23.0	32.7
ENSG00000003137	CYP26B1	basal ganglia	11.9	17.7	14.4
ENSG00000003137	CYP26B1	cerebellum	33.1	54.8	32.8
ENSG00000003137	CYP26B1	cerebral cortex	20.6	30.4	22.2
ENSG00000003137	CYP26B1	choroid plexus	3.8	4.9	7.1
ENSG00000003137	CYP26B1	hippocampal formation	19.5	28.9	19.4
ENSG00000003137	CYP26B1	hypothalamus	7.9	11.3	10.6
ENSG00000003137	CYP26B1	medulla oblongata	41.5	59.0	56.2
ENSG00000003137	CYP26B1	midbrain	20.0	27.0	31.1
ENSG00000003137	CYP26B1	pons	103.1	147.5	111.3
ENSG00000003137	CYP26B1	spinal cord	1.6	2.3	2.0
ENSG00000003137	CYP26B1	thalamus	5.7	8.2	6.1
ENSG00000003137	CYP26B1	white matter	14.2	22.2	15.0
ENSG00000003147	ICA1	amygdala	15.3	21.6	27.1
ENSG00000003147	ICA1	basal ganglia	25.1	36.7	37.6
ENSG00000003147	ICA1	cerebellum	38.7	63.5	48.8
ENSG00000003147	ICA1	cerebral cortex	36.5	55.0	49.2
ENSG00000003147	ICA1	choroid plexus	2.5	3.3	6.1
ENSG00000003147	ICA1	hippocampal formation	14.8	21.9	22.5
ENSG00000003147	ICA1	hypothalamus	26.0	38.3	23.5
ENSG00000003147	ICA1	medulla oblongata	15.8	23.7	20.9
ENSG00000003147	ICA1	midbrain	22.9	32.4	23.7
ENSG00000003147	ICA1	pons	18.3	26.6	23.1
ENSG00000003147	ICA1	spinal cord	9.3	13.5	14.4
ENSG00000003147	ICA1	thalamus	22.3	31.5	32.5
ENSG00000003147	ICA1	white matter	26.3	43.3	35.2
ENSG00000003249	DBNDD1	amygdala	42.0	59.1	85.9
ENSG00000003249	DBNDD1	basal ganglia	39.1	58.7	50.7
ENSG00000003249	DBNDD1	cerebellum	30.6	45.7	44.3
ENSG00000003249	DBNDD1	cerebral cortex	49.8	71.4	111.1
ENSG00000003249	DBNDD1	choroid plexus	4.0	5.3	10.2
ENSG00000003249	DBNDD1	hippocampal formation	31.6	45.4	53.9
ENSG00000003249	DBNDD1	hypothalamus	64.6	91.6	72.6
ENSG00000003249	DBNDD1	medulla oblongata	44.7	69.1	72.1
ENSG00000003249	DBNDD1	midbrain	95.6	128.5	104.1
ENSG00000003249	DBNDD1	pons	58.7	83.6	92.6
ENSG00000003249	DBNDD1	spinal cord	32.8	47.8	50.7
ENSG00000003249	DBNDD1	thalamus	106.4	143.4	179.5
ENSG00000003249	DBNDD1	white matter	29.5	40.5	65.3
ENSG00000003393	ALS2	amygdala	7.0	9.8	12.2
ENSG00000003393	ALS2	basal ganglia	14.3	21.3	15.7
ENSG00000003393	ALS2	cerebellum	53.6	89.4	64.3
ENSG00000003393	ALS2	cerebral cortex	14.0	20.8	18.3
ENSG00000003393	ALS2	choroid plexus	9.9	13.0	19.5
ENSG00000003393	ALS2	hippocampal formation	11.6	17.2	14.6
ENSG00000003393	ALS2	hypothalamus	14.5	21.5	13.5
ENSG00000003393	ALS2	medulla oblongata	10.1	14.9	12.1
ENSG00000003393	ALS2	midbrain	12.2	17.2	12.1
ENSG00000003393	ALS2	pons	11.1	16.7	13.4
ENSG00000003393	ALS2	spinal cord	8.8	12.8	11.0
ENSG00000003393	ALS2	thalamus	9.7	14.1	11.8
ENSG00000003393	ALS2	white matter	12.9	21.2	14.7
ENSG00000003400	CASP10	amygdala	8.2	10.7	12.2
ENSG00000003400	CASP10	basal ganglia	10.6	14.2	11.9
ENSG00000003400	CASP10	cerebellum	7.7	11.4	9.6
ENSG00000003400	CASP10	cerebral cortex	9.7	14.8	10.7
ENSG00000003400	CASP10	choroid plexus	5.5	7.3	9.2
ENSG00000003400	CASP10	hippocampal formation	8.1	11.5	9.8
ENSG00000003400	CASP10	hypothalamus	8.3	11.9	10.8
ENSG00000003400	CASP10	medulla oblongata	9.7	14.7	13.1
ENSG00000003400	CASP10	midbrain	8.1	11.8	10.5
ENSG00000003400	CASP10	pons	10.7	16.2	12.3
ENSG00000003400	CASP10	spinal cord	7.1	10.2	12.0
ENSG00000003400	CASP10	thalamus	9.6	12.4	15.8
ENSG00000003400	CASP10	white matter	10.2	16.8	11.4
ENSG00000003402	CFLAR	amygdala	64.8	89.2	91.1
ENSG00000003402	CFLAR	basal ganglia	77.6	113.5	94.7
ENSG00000003402	CFLAR	cerebellum	100.3	165.4	119.2
ENSG00000003402	CFLAR	cerebral cortex	80.6	118.6	112.2
ENSG00000003402	CFLAR	choroid plexus	107.3	141.9	168.8
ENSG00000003402	CFLAR	hippocampal formation	72.8	108.4	92.4
ENSG00000003402	CFLAR	hypothalamus	58.5	85.8	79.6
ENSG00000003402	CFLAR	medulla oblongata	87.5	132.3	109.5
ENSG00000003402	CFLAR	midbrain	64.3	95.0	95.0
ENSG00000003402	CFLAR	pons	85.0	124.0	99.0
ENSG00000003402	CFLAR	spinal cord	58.3	84.3	89.2
ENSG00000003402	CFLAR	thalamus	89.4	122.1	124.1
ENSG00000003402	CFLAR	white matter	98.0	161.7	104.1
ENSG00000003436	TFPI	amygdala	7.8	10.8	11.6
ENSG00000003436	TFPI	basal ganglia	10.5	15.7	13.2
ENSG00000003436	TFPI	cerebellum	13.3	22.3	15.9
ENSG00000003436	TFPI	cerebral cortex	12.5	19.1	14.9
ENSG00000003436	TFPI	choroid plexus	12.4	16.2	21.6
ENSG00000003436	TFPI	hippocampal formation	11.5	17.3	14.6
ENSG00000003436	TFPI	hypothalamus	10.4	15.4	11.3
ENSG00000003436	TFPI	medulla oblongata	13.8	19.9	20.7
ENSG00000003436	TFPI	midbrain	9.3	13.5	11.7
ENSG00000003436	TFPI	pons	11.0	16.0	14.0
ENSG00000003436	TFPI	spinal cord	12.4	18.0	14.0
ENSG00000003436	TFPI	thalamus	10.2	14.9	13.8
ENSG00000003436	TFPI	white matter	9.7	15.8	12.3
ENSG00000003509	NDUFAF7	amygdala	6.3	9.0	9.7
ENSG00000003509	NDUFAF7	basal ganglia	10.2	15.2	11.0
ENSG00000003509	NDUFAF7	cerebellum	11.0	18.5	13.0
ENSG00000003509	NDUFAF7	cerebral cortex	11.0	16.5	13.3
ENSG00000003509	NDUFAF7	choroid plexus	5.2	6.9	9.8
ENSG00000003509	NDUFAF7	hippocampal formation	9.7	14.4	12.2
ENSG00000003509	NDUFAF7	hypothalamus	12.0	17.7	11.0
ENSG00000003509	NDUFAF7	medulla oblongata	9.3	14.0	10.7
ENSG00000003509	NDUFAF7	midbrain	11.3	16.3	10.9
ENSG00000003509	NDUFAF7	pons	10.9	15.9	11.5
ENSG00000003509	NDUFAF7	spinal cord	7.3	10.6	9.5
ENSG00000003509	NDUFAF7	thalamus	8.9	12.9	10.3
ENSG00000003509	NDUFAF7	white matter	10.2	16.9	11.6
ENSG00000003756	RBM5	amygdala	36.9	51.4	55.5
ENSG00000003756	RBM5	basal ganglia	53.1	78.6	65.2
ENSG00000003756	RBM5	cerebellum	59.9	99.9	72.0
ENSG00000003756	RBM5	cerebral cortex	55.0	82.1	64.9
ENSG00000003756	RBM5	choroid plexus	40.1	52.3	72.2
ENSG00000003756	RBM5	hippocampal formation	43.6	64.9	54.7
ENSG00000003756	RBM5	hypothalamus	66.2	97.7	80.5
ENSG00000003756	RBM5	medulla oblongata	53.1	81.0	69.4
ENSG00000003756	RBM5	midbrain	51.4	75.8	60.3
ENSG00000003756	RBM5	pons	54.8	81.5	67.3
ENSG00000003756	RBM5	spinal cord	46.7	68.3	57.5
ENSG00000003756	RBM5	thalamus	49.7	72.5	64.7
ENSG00000003756	RBM5	white matter	77.0	127.0	98.3
ENSG00000003987	MTMR7	amygdala	15.8	22.5	28.0
ENSG00000003987	MTMR7	basal ganglia	25.6	37.9	29.5
ENSG00000003987	MTMR7	cerebellum	25.7	42.4	33.8
ENSG00000003987	MTMR7	cerebral cortex	25.1	37.3	32.0
ENSG00000003987	MTMR7	choroid plexus	1.9	2.5	4.9
ENSG00000003987	MTMR7	hippocampal formation	17.9	26.6	23.8
ENSG00000003987	MTMR7	hypothalamus	27.4	39.9	26.1
ENSG00000003987	MTMR7	medulla oblongata	20.4	29.7	27.1
ENSG00000003987	MTMR7	midbrain	31.4	42.6	28.0
ENSG00000003987	MTMR7	pons	23.4	33.7	30.9
ENSG00000003987	MTMR7	spinal cord	16.9	24.7	27.6
ENSG00000003987	MTMR7	thalamus	29.9	43.6	34.2
ENSG00000003987	MTMR7	white matter	23.5	37.7	38.8
ENSG00000003989	SLC7A2	amygdala	17.3	24.8	17.0
ENSG00000003989	SLC7A2	basal ganglia	14.4	21.1	13.3
ENSG00000003989	SLC7A2	cerebellum	22.6	31.6	20.6
ENSG00000003989	SLC7A2	cerebral cortex	26.3	39.5	19.5
ENSG00000003989	SLC7A2	choroid plexus	34.9	45.7	34.7
ENSG00000003989	SLC7A2	hippocampal formation	23.4	35.2	21.3
ENSG00000003989	SLC7A2	hypothalamus	16.7	24.4	17.8
ENSG00000003989	SLC7A2	medulla oblongata	39.9	64.0	30.5
ENSG00000003989	SLC7A2	midbrain	20.0	30.8	13.9
ENSG00000003989	SLC7A2	pons	44.9	67.4	23.3
ENSG00000003989	SLC7A2	spinal cord	22.2	32.2	27.8
ENSG00000003989	SLC7A2	thalamus	14.5	21.1	15.7
ENSG00000003989	SLC7A2	white matter	24.0	39.5	33.7
ENSG00000004059	ARF5	amygdala	61.7	86.9	105.7
ENSG00000004059	ARF5	basal ganglia	108.8	161.3	122.7
ENSG00000004059	ARF5	cerebellum	69.1	108.9	83.6
ENSG00000004059	ARF5	cerebral cortex	110.5	163.9	134.1
ENSG00000004059	ARF5	choroid plexus	34.2	44.8	76.3
ENSG00000004059	ARF5	hippocampal formation	87.6	130.0	112.3
ENSG00000004059	ARF5	hypothalamus	108.3	159.9	103.8
ENSG00000004059	ARF5	medulla oblongata	90.8	139.8	95.4
ENSG00000004059	ARF5	midbrain	90.3	124.1	93.0
ENSG00000004059	ARF5	pons	87.8	126.8	97.5
ENSG00000004059	ARF5	spinal cord	63.3	91.8	93.5
ENSG00000004059	ARF5	thalamus	74.0	104.1	99.6
ENSG00000004059	ARF5	white matter	85.3	140.1	91.6
ENSG00000004139	SARM1	amygdala	8.2	11.3	13.3
ENSG00000004139	SARM1	basal ganglia	11.1	16.6	13.0
ENSG00000004139	SARM1	cerebellum	16.1	26.9	20.3
ENSG00000004139	SARM1	cerebral cortex	11.1	16.2	13.4
ENSG00000004139	SARM1	choroid plexus	4.6	6.1	8.7
ENSG00000004139	SARM1	hippocampal formation	9.5	13.9	13.2
ENSG00000004139	SARM1	hypothalamus	11.9	17.5	11.7
ENSG00000004139	SARM1	medulla oblongata	9.8	15.2	12.2
ENSG00000004139	SARM1	midbrain	8.7	12.5	10.9
ENSG00000004139	SARM1	pons	8.8	12.6	12.2
ENSG00000004139	SARM1	spinal cord	8.7	12.7	10.2
ENSG00000004139	SARM1	thalamus	8.9	12.8	12.5
ENSG00000004139	SARM1	white matter	9.8	15.1	10.7
ENSG00000004142	POLDIP2	amygdala	31.2	43.1	54.3
ENSG00000004142	POLDIP2	basal ganglia	49.5	73.4	55.8
ENSG00000004142	POLDIP2	cerebellum	46.6	65.4	56.7
ENSG00000004142	POLDIP2	cerebral cortex	48.1	71.1	59.5
ENSG00000004142	POLDIP2	choroid plexus	29.1	38.2	56.9
ENSG00000004142	POLDIP2	hippocampal formation	40.0	59.0	54.8
ENSG00000004142	POLDIP2	hypothalamus	48.2	70.1	62.0
ENSG00000004142	POLDIP2	medulla oblongata	44.9	66.8	57.3
ENSG00000004142	POLDIP2	midbrain	51.7	72.8	60.0
ENSG00000004142	POLDIP2	pons	46.5	67.2	54.1
ENSG00000004142	POLDIP2	spinal cord	37.8	54.7	53.1
ENSG00000004142	POLDIP2	thalamus	43.4	61.1	63.4
ENSG00000004142	POLDIP2	white matter	40.5	63.1	51.2
ENSG00000004399	PLXND1	amygdala	23.9	32.1	35.6
ENSG00000004399	PLXND1	basal ganglia	38.9	56.0	48.0
ENSG00000004399	PLXND1	cerebellum	38.6	54.4	44.8
ENSG00000004399	PLXND1	cerebral cortex	40.8	59.9	39.5
ENSG00000004399	PLXND1	choroid plexus	16.3	21.7	23.4
ENSG00000004399	PLXND1	hippocampal formation	22.1	32.9	27.4
ENSG00000004399	PLXND1	hypothalamus	30.9	42.7	40.6
ENSG00000004399	PLXND1	medulla oblongata	57.3	86.9	73.0
ENSG00000004399	PLXND1	midbrain	38.0	51.8	59.9
ENSG00000004399	PLXND1	pons	46.5	67.6	56.1
ENSG00000004399	PLXND1	spinal cord	34.8	50.4	51.0
ENSG00000004399	PLXND1	thalamus	45.5	62.6	75.6
ENSG00000004399	PLXND1	white matter	57.9	93.6	59.1
ENSG00000004455	AK2	amygdala	21.2	28.5	31.1
ENSG00000004455	AK2	basal ganglia	33.6	48.9	45.6
ENSG00000004455	AK2	cerebellum	35.9	50.6	43.7
ENSG00000004455	AK2	cerebral cortex	29.8	43.9	40.3
ENSG00000004455	AK2	choroid plexus	28.5	37.2	46.9
ENSG00000004455	AK2	hippocampal formation	20.9	31.1	28.0
ENSG00000004455	AK2	hypothalamus	32.0	46.1	42.4
ENSG00000004455	AK2	medulla oblongata	43.5	65.5	52.8
ENSG00000004455	AK2	midbrain	39.7	57.5	43.2
ENSG00000004455	AK2	pons	37.3	53.2	48.0
ENSG00000004455	AK2	spinal cord	33.0	47.9	42.8
ENSG00000004455	AK2	thalamus	35.9	52.4	46.1
ENSG00000004455	AK2	white matter	42.9	70.8	49.7
ENSG00000004468	CD38	amygdala	3.7	4.9	6.2
ENSG00000004468	CD38	basal ganglia	6.4	9.4	9.2
ENSG00000004468	CD38	cerebellum	6.2	8.7	7.2
ENSG00000004468	CD38	cerebral cortex	4.0	5.9	6.0
ENSG00000004468	CD38	choroid plexus	1.9	2.5	3.4
ENSG00000004468	CD38	hippocampal formation	6.0	8.6	8.8
ENSG00000004468	CD38	hypothalamus	15.7	22.7	15.3
ENSG00000004468	CD38	medulla oblongata	7.6	11.6	8.5
ENSG00000004468	CD38	midbrain	10.9	15.8	13.6
ENSG00000004468	CD38	pons	7.2	9.9	8.3
ENSG00000004468	CD38	spinal cord	7.6	11.2	7.4
ENSG00000004468	CD38	thalamus	7.2	10.0	9.7
ENSG00000004468	CD38	white matter	8.4	13.6	10.7
ENSG00000004478	FKBP4	amygdala	101.9	132.9	81.3
ENSG00000004478	FKBP4	basal ganglia	157.8	227.3	91.7
ENSG00000004478	FKBP4	cerebellum	187.4	324.1	158.7
ENSG00000004478	FKBP4	cerebral cortex	274.3	389.8	142.5
ENSG00000004478	FKBP4	choroid plexus	40.9	54.0	80.4
ENSG00000004478	FKBP4	hippocampal formation	107.5	147.6	93.6
ENSG00000004478	FKBP4	hypothalamus	90.9	134.2	111.8
ENSG00000004478	FKBP4	medulla oblongata	146.1	219.5	103.9
ENSG00000004478	FKBP4	midbrain	135.0	195.2	102.6
ENSG00000004478	FKBP4	pons	134.8	203.0	115.1
ENSG00000004478	FKBP4	spinal cord	82.5	117.4	97.2
ENSG00000004478	FKBP4	thalamus	128.7	185.4	107.2
ENSG00000004478	FKBP4	white matter	360.1	595.9	182.5
ENSG00000004487	KDM1A	amygdala	6.6	9.3	11.9
ENSG00000004487	KDM1A	basal ganglia	13.9	20.6	14.7
ENSG00000004487	KDM1A	cerebellum	12.5	20.4	15.3
ENSG00000004487	KDM1A	cerebral cortex	13.5	20.1	16.6
ENSG00000004487	KDM1A	choroid plexus	5.6	7.3	11.8
ENSG00000004487	KDM1A	hippocampal formation	11.4	16.8	14.4
ENSG00000004487	KDM1A	hypothalamus	20.6	30.4	17.4
ENSG00000004487	KDM1A	medulla oblongata	9.0	13.4	11.0
ENSG00000004487	KDM1A	midbrain	13.1	18.8	14.4
ENSG00000004487	KDM1A	pons	12.1	17.5	12.2
ENSG00000004487	KDM1A	spinal cord	7.1	10.2	10.7
ENSG00000004487	KDM1A	thalamus	7.9	11.0	12.1
ENSG00000004487	KDM1A	white matter	8.5	14.0	11.1
ENSG00000004534	RBM6	amygdala	26.1	36.1	38.7
ENSG00000004534	RBM6	basal ganglia	31.4	46.6	37.1
ENSG00000004534	RBM6	cerebellum	39.1	65.4	50.5
ENSG00000004534	RBM6	cerebral cortex	31.5	47.7	51.1
ENSG00000004534	RBM6	choroid plexus	24.9	32.6	43.4
ENSG00000004534	RBM6	hippocampal formation	28.0	40.4	36.7
ENSG00000004534	RBM6	hypothalamus	30.9	45.6	45.8
ENSG00000004534	RBM6	medulla oblongata	33.4	47.9	44.4
ENSG00000004534	RBM6	midbrain	32.6	48.0	39.1
ENSG00000004534	RBM6	pons	30.0	43.5	35.9
ENSG00000004534	RBM6	spinal cord	29.4	42.8	33.0
ENSG00000004534	RBM6	thalamus	32.8	45.3	43.1
ENSG00000004534	RBM6	white matter	30.6	51.1	39.2
ENSG00000004660	CAMKK1	amygdala	39.4	55.3	68.1
ENSG00000004660	CAMKK1	basal ganglia	54.3	80.3	68.2
ENSG00000004660	CAMKK1	cerebellum	31.0	52.1	34.8
ENSG00000004660	CAMKK1	cerebral cortex	88.0	131.8	137.2
ENSG00000004660	CAMKK1	choroid plexus	2.3	3.0	5.5
ENSG00000004660	CAMKK1	hippocampal formation	60.0	89.5	70.3
ENSG00000004660	CAMKK1	hypothalamus	31.9	47.2	23.5
ENSG00000004660	CAMKK1	medulla oblongata	33.0	51.1	31.7
ENSG00000004660	CAMKK1	midbrain	22.3	30.6	23.9
ENSG00000004660	CAMKK1	pons	33.1	47.2	37.1
ENSG00000004660	CAMKK1	spinal cord	13.3	19.4	19.4
ENSG00000004660	CAMKK1	thalamus	32.1	46.8	31.1
ENSG00000004660	CAMKK1	white matter	45.5	74.7	88.5
ENSG00000004700	RECQL	amygdala	6.0	8.4	9.4
ENSG00000004700	RECQL	basal ganglia	10.0	14.8	12.5
ENSG00000004700	RECQL	cerebellum	10.3	14.6	11.7
ENSG00000004700	RECQL	cerebral cortex	9.1	13.4	11.1
ENSG00000004700	RECQL	choroid plexus	7.4	9.7	12.9
ENSG00000004700	RECQL	hippocampal formation	7.1	10.7	9.1
ENSG00000004700	RECQL	hypothalamus	10.0	13.8	12.2
ENSG00000004700	RECQL	medulla oblongata	13.4	20.3	16.5
ENSG00000004700	RECQL	midbrain	9.8	14.1	12.9
ENSG00000004700	RECQL	pons	11.3	16.7	12.7
ENSG00000004700	RECQL	spinal cord	9.4	13.6	13.7
ENSG00000004700	RECQL	thalamus	9.8	14.3	14.7
ENSG00000004700	RECQL	white matter	12.2	19.8	16.4
ENSG00000004766	VPS50	amygdala	6.2	8.6	10.3
ENSG00000004766	VPS50	basal ganglia	10.7	15.8	12.1
ENSG00000004766	VPS50	cerebellum	12.2	20.2	13.9
ENSG00000004766	VPS50	cerebral cortex	10.2	15.2	13.5
ENSG00000004766	VPS50	choroid plexus	6.3	8.3	12.3
ENSG00000004766	VPS50	hippocampal formation	9.3	13.8	11.5
ENSG00000004766	VPS50	hypothalamus	9.5	14.0	11.3
ENSG00000004766	VPS50	medulla oblongata	9.0	12.9	11.3
ENSG00000004766	VPS50	midbrain	9.9	13.9	11.0
ENSG00000004766	VPS50	pons	9.9	14.3	11.5
ENSG00000004766	VPS50	spinal cord	9.3	13.5	11.7
ENSG00000004766	VPS50	thalamus	7.6	11.1	10.5
ENSG00000004766	VPS50	white matter	11.7	18.2	12.6
ENSG00000004776	HSPB6	amygdala	31.8	43.6	41.6
ENSG00000004776	HSPB6	basal ganglia	40.6	57.5	47.6
ENSG00000004776	HSPB6	cerebellum	26.1	36.8	31.2
ENSG00000004776	HSPB6	cerebral cortex	42.9	54.2	57.8
ENSG00000004776	HSPB6	choroid plexus	12.8	17.0	17.8
ENSG00000004776	HSPB6	hippocampal formation	20.1	30.1	25.7
ENSG00000004776	HSPB6	hypothalamus	43.8	63.6	55.5
ENSG00000004776	HSPB6	medulla oblongata	104.6	138.3	124.5
ENSG00000004776	HSPB6	midbrain	68.6	99.1	65.6
ENSG00000004776	HSPB6	pons	109.8	156.3	119.2
ENSG00000004776	HSPB6	spinal cord	57.6	83.4	70.8
ENSG00000004776	HSPB6	thalamus	59.6	87.1	75.4
ENSG00000004776	HSPB6	white matter	71.5	105.9	67.0
ENSG00000004777	ARHGAP33	amygdala	22.7	31.0	38.2
ENSG00000004777	ARHGAP33	basal ganglia	34.2	50.9	40.7
ENSG00000004777	ARHGAP33	cerebellum	16.1	23.0	20.7
ENSG00000004777	ARHGAP33	cerebral cortex	40.1	58.1	49.0
ENSG00000004777	ARHGAP33	choroid plexus	5.5	7.1	9.6
ENSG00000004777	ARHGAP33	hippocampal formation	21.4	31.4	31.6
ENSG00000004777	ARHGAP33	hypothalamus	25.0	35.1	31.2
ENSG00000004777	ARHGAP33	medulla oblongata	22.1	34.1	30.6
ENSG00000004777	ARHGAP33	midbrain	17.3	25.2	25.6
ENSG00000004777	ARHGAP33	pons	19.2	27.9	27.8
ENSG00000004777	ARHGAP33	spinal cord	18.9	27.7	22.8
ENSG00000004777	ARHGAP33	thalamus	20.6	29.1	30.2
ENSG00000004777	ARHGAP33	white matter	27.9	46.5	35.4
ENSG00000004779	NDUFAB1	amygdala	35.0	49.4	57.0
ENSG00000004779	NDUFAB1	basal ganglia	68.2	100.7	66.6
ENSG00000004779	NDUFAB1	cerebellum	74.7	104.5	84.8
ENSG00000004779	NDUFAB1	cerebral cortex	67.0	100.3	81.5
ENSG00000004779	NDUFAB1	choroid plexus	41.0	53.7	91.1
ENSG00000004779	NDUFAB1	hippocampal formation	56.2	82.9	68.4
ENSG00000004779	NDUFAB1	hypothalamus	91.8	135.6	82.3
ENSG00000004779	NDUFAB1	medulla oblongata	72.1	104.5	76.1
ENSG00000004779	NDUFAB1	midbrain	81.6	117.4	66.1
ENSG00000004779	NDUFAB1	pons	79.9	115.5	78.5
ENSG00000004779	NDUFAB1	spinal cord	44.1	63.9	69.7
ENSG00000004779	NDUFAB1	thalamus	55.0	80.1	72.6
ENSG00000004779	NDUFAB1	white matter	57.0	93.7	67.3
ENSG00000004799	PDK4	amygdala	47.1	64.6	44.3
ENSG00000004799	PDK4	basal ganglia	75.3	111.2	74.9
ENSG00000004799	PDK4	cerebellum	45.6	64.5	45.2
ENSG00000004799	PDK4	cerebral cortex	48.6	74.8	45.1
ENSG00000004799	PDK4	choroid plexus	417.4	544.5	437.8
ENSG00000004799	PDK4	hippocampal formation	55.6	77.0	60.2
ENSG00000004799	PDK4	hypothalamus	50.8	74.3	51.1
ENSG00000004799	PDK4	medulla oblongata	86.6	129.5	70.5
ENSG00000004799	PDK4	midbrain	104.1	150.5	64.3
ENSG00000004799	PDK4	pons	62.6	94.3	54.0
ENSG00000004799	PDK4	spinal cord	33.2	47.7	49.2
ENSG00000004799	PDK4	thalamus	72.0	104.9	58.7
ENSG00000004799	PDK4	white matter	115.8	180.3	96.1
ENSG00000004809	SLC22A16	amygdala	0.1	0.1	0.1
ENSG00000004809	SLC22A16	basal ganglia	0.3	0.4	0.3
ENSG00000004809	SLC22A16	cerebellum	0.2	0.3	0.2
ENSG00000004809	SLC22A16	cerebral cortex	0.3	0.5	0.3
ENSG00000004809	SLC22A16	choroid plexus	0.0	0.0	0.0
ENSG00000004809	SLC22A16	hippocampal formation	0.1	0.2	0.2
ENSG00000004809	SLC22A16	hypothalamus	0.1	0.2	0.2
ENSG00000004809	SLC22A16	medulla oblongata	0.4	0.6	0.5
ENSG00000004809	SLC22A16	midbrain	0.2	0.2	0.3
ENSG00000004809	SLC22A16	pons	0.2	0.3	0.3
ENSG00000004809	SLC22A16	spinal cord	0.2	0.3	0.2
ENSG00000004809	SLC22A16	thalamus	0.2	0.3	0.2
ENSG00000004809	SLC22A16	white matter	0.6	1.0	0.7
ENSG00000004838	ZMYND10	amygdala	5.6	7.5	7.7
ENSG00000004838	ZMYND10	basal ganglia	7.7	11.7	7.6
ENSG00000004838	ZMYND10	cerebellum	4.7	6.8	4.5
ENSG00000004838	ZMYND10	cerebral cortex	1.7	2.4	1.7
ENSG00000004838	ZMYND10	choroid plexus	36.9	48.8	57.9
ENSG00000004838	ZMYND10	hippocampal formation	5.4	7.8	6.3
ENSG00000004838	ZMYND10	hypothalamus	13.0	19.2	12.6
ENSG00000004838	ZMYND10	medulla oblongata	19.6	27.2	24.9
ENSG00000004838	ZMYND10	midbrain	24.8	36.4	30.6
ENSG00000004838	ZMYND10	pons	8.6	12.3	10.2
ENSG00000004838	ZMYND10	spinal cord	16.4	23.7	18.9
ENSG00000004838	ZMYND10	thalamus	7.9	11.2	9.9
ENSG00000004838	ZMYND10	white matter	17.4	28.5	15.5
ENSG00000004846	ABCB5	amygdala	0.8	1.1	1.2
ENSG00000004846	ABCB5	basal ganglia	1.1	1.7	1.3
ENSG00000004846	ABCB5	cerebellum	1.6	2.6	1.9
ENSG00000004846	ABCB5	cerebral cortex	1.2	1.8	1.5
ENSG00000004846	ABCB5	choroid plexus	0.7	0.9	1.3
ENSG00000004846	ABCB5	hippocampal formation	1.0	1.5	1.2
ENSG00000004846	ABCB5	hypothalamus	1.2	1.8	1.5
ENSG00000004846	ABCB5	medulla oblongata	1.0	1.5	1.3
ENSG00000004846	ABCB5	midbrain	1.0	1.4	1.1
ENSG00000004846	ABCB5	pons	0.9	1.4	1.2
ENSG00000004846	ABCB5	spinal cord	0.8	1.2	1.1
ENSG00000004846	ABCB5	thalamus	0.9	1.4	1.3
ENSG00000004846	ABCB5	white matter	1.3	2.0	1.6
ENSG00000004848	ARX	amygdala	11.1	15.7	17.6
ENSG00000004848	ARX	basal ganglia	30.8	45.6	31.8
ENSG00000004848	ARX	cerebellum	0.6	1.0	0.7
ENSG00000004848	ARX	cerebral cortex	28.3	42.4	47.7
ENSG00000004848	ARX	choroid plexus	1.5	2.0	3.0
ENSG00000004848	ARX	hippocampal formation	12.2	17.8	17.7
ENSG00000004848	ARX	hypothalamus	17.0	24.5	25.4
ENSG00000004848	ARX	medulla oblongata	3.4	4.8	4.3
ENSG00000004848	ARX	midbrain	4.0	5.8	3.8
ENSG00000004848	ARX	pons	2.0	2.8	2.9
ENSG00000004848	ARX	spinal cord	3.1	4.5	4.7
ENSG00000004848	ARX	thalamus	5.5	8.1	6.6
ENSG00000004848	ARX	white matter	13.7	18.6	27.7
ENSG00000004864	SLC25A13	amygdala	5.6	7.5	11.0
ENSG00000004864	SLC25A13	basal ganglia	18.7	27.7	24.5
ENSG00000004864	SLC25A13	cerebellum	21.0	29.5	25.2
ENSG00000004864	SLC25A13	cerebral cortex	15.5	23.1	19.4
ENSG00000004864	SLC25A13	choroid plexus	14.0	18.3	28.3
ENSG00000004864	SLC25A13	hippocampal formation	6.5	9.7	10.4
ENSG00000004864	SLC25A13	hypothalamus	15.7	22.8	17.1
ENSG00000004864	SLC25A13	medulla oblongata	16.8	23.9	25.2
ENSG00000004864	SLC25A13	midbrain	18.4	25.6	21.9
ENSG00000004864	SLC25A13	pons	15.5	23.0	23.2
ENSG00000004864	SLC25A13	spinal cord	17.5	25.6	17.4
ENSG00000004864	SLC25A13	thalamus	16.2	23.0	20.1
ENSG00000004864	SLC25A13	white matter	23.7	39.6	37.7
ENSG00000004866	ST7	amygdala	22.1	31.1	32.8
ENSG00000004866	ST7	basal ganglia	42.0	62.5	43.8
ENSG00000004866	ST7	cerebellum	91.8	154.4	101.7
